tip_proprietate,nr_camere,suprafata,suprafata_teren,an_constructie,zona,pret
APT,2,47,47,1974,mircea-cel-batran,47000
APT,2,47,47,2021,cug,47000
APT,2,47,47,2021,cug,47000
APT,2,47,47,2020,agronomie,47000
APT,2,47,47,2020,pacurari,47000
APT,2,47,47,1982,tatarasi-sud,47000
APT,3,47,47,1964,podu-ros,47000
APT,2,47,47,2021,cug,47000
APT,3,47,47,1964,podu-ros,47000
APT,3,47,47,1964,podu-ros,47000
APT,2,47,47,2020,pacurari,47000
APT,2,47,47,2021,cug,47000
APT,2,47,47,2020,copou,47000
APT,2,47,47,1980,galata,47000
APT,2,47,47,2021,cug,47000
APT,2,47,47,2021,cug,47000
APT,3,46,46,1970,tatarasi,47000
APT,2,45,45,2019,cug,47000
APT,2,45,45,2018,cug,47000
APT,2,45,45,2019,cug,47000
APT,1,45,45,2020,galata,47000
APT,2,45,45,2019,nicolina,47000
APT,2,45,45,2018,cug,47000
APT,2,45,45,2018,nicolina,47000
APT,1,44,44,2020,galata,47000
APT,2,44,44,1975,alexandru-cel-bun,47000
APT,1,44,44,2020,galata,47000
APT,1,43,43,2020,bucium,47000
APT,1,42,42,1987,cug,47000
APT,2,42,42,1976,mircea-cel-batran,47000
APT,2,42,42,1972,tatarasi,47000
APT,2,42,42,1978,mircea-cel-batran,47000
APT,2,41,41,2021,tatarasi-sud,47000
APT,2,40,40,2020,bucium,47000
APT,2,40,40,2020,bucium,47000
APT,1,40,40,2020,bucium,47000
APT,2,40,40,2021,copou,47000
APT,2,40,40,2020,bucium,47000
APT,1,40,40,2020,bucium,47000
APT,1,39,39,1986,cug,47000
APT,2,39,39,2015,tatarasi,47000
APT,2,38,38,1975,alexandru-cel-bun,47000
APT,1,38,38,1990,gara,47000
APT,1,37,37,2021,bucium,47000
APT,1,35,35,1981,moara-de-vant,47000
APT,1,35,35,2020,nicolina,47000
APT,1,35,35,1981,podul-de-fier,47000
APT,1,33,33,1983,podul-de-fier,47000
APT,1,27,27,1980,gara,47000
APT,2,43,43,1977,mircea-cel-batran,46999
APT,2,42,42,1975,alexandru-cel-bun,46999
APT,2,56,56,2020,popas-pacurari,46900
APT,2,55,55,1970,tatarasi-nord,46900
APT,2,47,47,2018,bucium,46900
APT,2,47,47,1982,tatarasi-sud,46900
APT,2,47,47,2018,bucium,46900
APT,2,42,42,1971,alexandru-cel-bun,46900
APT,2,42,42,1975,pacurari,46900
APT,2,42,42,1971,alexandru-cel-bun,46900
APT,2,40,40,1975,pacurari,46900
APT,2,40,40,1960,podu-ros,46900
APT,1,35,35,1981,centru,46900
APT,1,35,35,1981,podul-de-fier,46900
APT,1,35,35,1981,podul-de-fier,46900
APT,1,30,30,2020,nicolina,46900
APT,1,30,30,2020,cug,46900
APT,1,30,30,2020,cug,46900
APT,1,30,30,2020,nicolina,46900
APT,2,52.08,52.08,2021,popas-pacurari,46800
APT,1,44,44,2021,tatarasi,46800
APT,2,43,43,2021,carol-1,46800
APT,1,40,40,2020,agronomie,46783
APT,1,35,35,2021,copou,46750
APT,1,35,35,2021,copou,46750
APT,1,31,31,2021,copou,46723
APT,2,53,53,2021,tatarasi-nord,46700
APT,2,53,53,2021,tatarasi-nord,46700
APT,2,53,53,2021,tatarasi-sud,46700
APT,1,35,35,1978,nicolina,46700
APT,1,40,40,2019,centru,46637
APT,1,40,40,2019,galata,46637
APT,2,48,48,2020,cug,46600
APT,1,42,42,2020,bucium,46570
APT,1,42,42,2019,centru,46570
APT,1,42,42,2019,bucium,46570
APT,1,41.9,41.9,2020,bucium,46570
APT,2,54,54,2020,bucium,46550
APT,1,42,42,2020,agronomie,46530
APT,3,65,65,1968,tatarasi,46500
APT,2,63,63,2020,valea-lupului,46500
APT,2,63,63,2020,popas-pacurari,46500
APT,2,54,54,1977,alexandru-cel-bun,46500
APT,2,52,52,1965,podu-ros,46500
APT,2,52,52,2020,pacurari,46500
APT,2,51,51,2020,pacurari,46500
APT,2,51,51,2020,pacurari,46500
APT,2,51,51,2021,pacurari,46500
APT,2,50,50,1967,tatarasi,46500
APT,2,50,50,2021,cug,46500
APT,2,47,47,1981,tatarasi,46500
APT,2,46,46,2021,pacurari,46500
APT,2,46,46,2020,bucium,46500
APT,2,46,46,2020,cug,46500
APT,2,46,46,1981,tatarasi,46500
APT,2,46,46,2020,visani,46500
APT,2,46,46,2021,pacurari,46500
APT,2,43,43,2020,pacurari,46500
APT,2,43,43,1975,alexandru-cel-bun,46500
APT,2,43,43,2020,pacurari,46500
APT,2,43,43,1975,zimbru,46500
APT,2,43,43,1978,alexandru-cel-bun,46500
APT,1,40,40,1990,canta,46500
APT,1,40,40,1990,canta,46500
APT,2,40,40,1970,podu-ros,46500
APT,1,40,40,1990,moara-de-foc,46500
APT,1,40,40,1990,moara-de-foc,46500
APT,2,40,40,1978,mircea-cel-batran,46500
APT,1,38,38,2020,aviatiei,46500
APT,1,36.2,36.2,2021,pacurari,46500
APT,1,36.2,36.2,2021,pacurari,46500
APT,1,36,36,2021,pacurari,46500
APT,1,35,35,1981,tatarasi-nord,46500
APT,1,35,35,2020,nicolina,46500
APT,1,35,35,1981,podul-de-fier,46500
APT,1,33,33,2020,nicolina,46500
APT,1,33,33,2020,nicolina,46500
APT,1,30,30,2020,cug,46500
APT,1,30,30,2020,cug,46500
APT,1,30,30,2020,cug,46500
APT,1,30,30,2020,cug,46500
APT,1,30,30,2020,cug,46500
APT,1,40.4,40.4,2020,tatarasi,46460
APT,2,40,40,2021,pacurari,46450
APT,2,52,52,2021,pacurari,46400
APT,2,52,52,2021,pacurari,46400
APT,2,46,46,1981,tatarasi,46400
APT,2,44.07,44.07,2021,central,46400
APT,2,55,55,2020,cug,46350
APT,2,55,55,2020,cug,46350
APT,2,55,55,2020,cug,46350
APT,2,55,55,2021,cug,46350
APT,2,51,51,2020,bucium,46300
APT,1,38.5,38.5,2020,aviatiei,46200
APT,1,38.5,38.5,2020,aviatiei,46200
APT,1,30.75,30.75,2021,tatarasi-nord,46125
APT,1,30.75,30.75,2021,tatarasi-nord,46125
APT,1,30.75,30.75,2021,tatarasi-nord,46125
APT,1,30.75,30.75,2021,tatarasi-sud,46125
APT,1,30.75,30.75,2021,tatarasi-sud,46125
APT,1,30.75,30.75,2021,tatarasi-nord,46125
APT,1,30.75,30.75,2021,tatarasi-sud,46125
APT,1,30.75,30.75,2021,tatarasi-sud,46125
APT,1,36,36,2020,aviatiei,46100
APT,1,40.05,40.05,2021,tatarasi,46085
APT,1,31.33,31.33,2021,agronomie,46075
APT,1,43,43,2020,tatarasi-nord,46050
APT,1,43,43,2020,aviatiei,46050
APT,1,41,41,2020,aviatiei,46050
APT,1,41,41,2018,tatarasi-nord,46046
APT,1,41,41,2018,tatarasi,46046
APT,1,36,36,2020,tatarasi,46046
APT,2,58,58,1978,tudor-vladimirescu,46000
APT,2,58,58,1983,tatarasi,46000
APT,2,57,57,1967,tatarasi-nord,46000
APT,2,57,57,2020,soseaua-pacurari,46000
APT,2,57,57,1972,tatarasi-sud,46000
APT,2,57,57,1970,tatarasi,46000
APT,2,56,56,1970,tatarasi-sud,46000
APT,2,56,56,2020,bucium,46000
APT,2,56,56,2018,cug,46000
APT,3,56,56,1981,baza-3,46000
APT,2,56,56,2020,pacurari,46000
APT,2,56,56,2020,pacurari,46000
APT,3,55,55,1966,tatarasi-sud,46000
APT,2,55,55,2020,bucium,46000
APT,2,55,55,2020,bucium,46000
APT,2,55,55,1970,tatarasi,46000
APT,2,54,54,2020,bucium,46000
APT,2,54,54,2020,manta-rosie,46000
APT,2,54,54,2020,bucium,46000
APT,2,54,54,2020,bucium,46000
APT,2,54,54,2020,bucium,46000
APT,2,53.36,53.36,2020,bucium,46000
APT,2,53,53,2020,soseaua-pacurari,46000
APT,2,53,53,2020,soseaua-pacurari,46000
APT,2,53,53,1969,tatarasi-sud,46000
APT,2,53,53,2020,pacurari,46000
APT,2,53,53,1969,tatarasi,46000
APT,2,52,52,2021,bucium,46000
APT,2,50,50,2021,valea-lupului,46000
APT,2,50,50,1978,tudor-vladimirescu,46000
APT,2,50,50,1978,tatarasi,46000
APT,2,50,50,2021,popas-pacurari,46000
APT,2,50,50,1977,podu-ros,46000
APT,1,49.8,49.8,2021,copou,46000
APT,2,49,49,1978,dacia,46000
APT,2,48.7,48.7,2020,pacurari,46000
APT,2,48.5,48.5,2020,pacurari,46000
APT,2,48.4,48.4,2021,popas-pacurari,46000
APT,2,48,48,1966,tatarasi-sud,46000
APT,2,48,48,1968,tudor-vladimirescu,46000
APT,2,48,48,2020,pacurari,46000
APT,2,48,48,2000,soseaua-pacurari,46000
APT,2,48,48,2021,bucium,46000
APT,2,47,47,2019,cug,46000
APT,2,47,47,2020,cug,46000
APT,2,47,47,2019,nicolina,46000
APT,2,46,46,1961,tudor-vladimirescu,46000
APT,1,46,46,2020,bucium,46000
APT,1,46,46,2019,aviatiei,46000
APT,2,46,46,2021,cug,46000
APT,1,46,46,2020,bucium,46000
APT,2,46,46,2021,lunca-cetatuii,46000
APT,2,45,45,2020,valea-adanca,46000
APT,2,44,44,1974,mircea-cel-batran,46000
APT,2,43,43,1975,dacia,46000
APT,2,42,42,1971,alexandru-cel-bun,46000
APT,1,42,42,2020,agronomie,46000
APT,2,42,42,1976,mircea-cel-batran,46000
APT,2,42,42,2020,valea-adanca,46000
APT,2,42,42,1976,alexandru-cel-bun,46000
APT,2,42,42,2020,cug,46000
APT,2,42,42,1979,mircea-cel-batran,46000
APT,1,42,42,1989,pacurari,46000
APT,2,42,42,1975,alexandru-cel-bun,46000
APT,2,42,42,1978,dacia,46000
APT,2,42,42,1977,alexandru-cel-bun,46000
APT,2,42,42,1978,mircea-cel-batran,46000
APT,1,41,41,2019,aviatiei,46000
APT,1,41,41,1981,canta,46000
APT,2,40,40,1977,podu-ros,46000
APT,2,40,40,1975,alexandru-cel-bun,46000
APT,1,40,40,1985,gara,46000
APT,2,40,40,1970,podu-ros,46000
APT,1,40,40,1990,gara,46000
APT,1,39,39,1988,gara,46000
APT,2,39,39,2005,alexandru-cel-bun,46000
APT,3,39,39,2005,alexandru-cel-bun,46000
APT,2,38,38,1975,alexandru-cel-bun,46000
APT,1,38,38,2020,bucium,46000
APT,2,37,37,1970,tesatura,46000
APT,2,37,37,1966,tatarasi-nord,46000
APT,2,37,37,1970,podu-ros,46000
APT,1,37,37,2021,cug,46000
APT,1,36,36,1988,nicolina,46000
APT,1,35,35,2016,tatarasi-sud,46000
APT,2,35,35,1978,alexandru-cel-bun,46000
APT,1,35,35,1981,central,46000
APT,1,34,34,2020,copou,46000
APT,2,34,34,2021,copou,46000
APT,1,31,31,2021,copou,46000
APT,1,28,28,2006,tatarasi-nord,46000
APT,2,46,46,2021,cug,46000
APT,2,58,58,1975,alexandru-cel-bun,45999
APT,1,41,41,1990,pacurari,45990
APT,2,54,54,2020,bucium,45900
APT,2,50,50,1977,alexandru-cel-bun,45900
APT,2,50,50,2020,popas-pacurari,45900
APT,2,49,49,2020,pacurari,45900
APT,2,49,49,2020,pacurari,45900
APT,2,48,48,2020,bucium,45900
APT,2,47,47,2020,cug,45900
APT,2,46,46,2020,bucium,45900
APT,2,46,46,2020,bucium,45900
APT,2,45,45,1977,alexandru-cel-bun,45900
APT,2,45,45,1977,alexandru-cel-bun,45900
APT,1,45,45,2012,bucium,45900
APT,1,45,45,2012,bucium,45900
APT,2,45,45,1977,alexandru-cel-bun,45900
APT,2,42,42,1975,alexandru-cel-bun,45900
APT,2,41,41,1975,alexandru-cel-bun,45900
APT,2,39,39,1976,alexandru-cel-bun,45900
APT,2,39,39,1976,alexandru-cel-bun,45900
APT,2,36,36,1966,tatarasi,45900
APT,2,53,53,2020,mircea-cel-batran,45899
APT,2,45,45,2018,cug,45800
APT,2,44,44,2021,pacurari,45800
APT,2,44,44,2021,pacurari,45800
APT,1,39.9,39.9,2020,tatarasi,45800
APT,2,43.5,43.5,2021,pacurari,45700
APT,2,42,42,1975,galata,45690
APT,2,42,42,1975,mircea-cel-batran,45690
APT,2,53.69,53.69,2019,visani,45650
APT,1,50,50,2020,agronomie,45650
APT,1,50,50,2020,copou,45650
APT,2,50,50,2020,copou,45650
APT,1,50,50,2020,agronomie,45650
APT,1,50,50,2020,agronomie,45650
APT,1,50,50,2020,copou,45650
APT,2,50,50,2020,copou,45650
APT,1,49.8,49.8,2021,copou,45650
APT,2,42,42,2020,carol-1,45650
APT,2,42,42,2020,carol-1,45650
APT,1,42,42,2020,carol-1,45650
APT,1,41.5,41.5,2021,carol-1,45650
APT,1,41.5,41.5,2021,carol-1,45650
APT,1,41.5,41.5,2021,carol-1,45650
APT,1,41.5,41.5,2021,carol-1,45650
APT,1,41.5,41.5,2021,carol-1,45650
APT,1,41.5,41.5,2021,carol-1,45650
APT,1,41.5,41.5,2021,carol-1,45650
APT,1,41.5,41.5,2021,carol-1,45650
APT,1,41.5,41.5,2021,carol-1,45650
APT,1,41.5,41.5,2021,carol-1,45650
APT,1,41.5,41.5,2021,carol-1,45650
APT,1,41.5,41.5,2021,carol-1,45650
APT,1,41.5,41.5,2021,carol-1,45650
APT,1,41.5,41.5,2021,carol-1,45650
APT,1,41.5,41.5,2021,carol-1,45650
APT,1,43,43,2021,moara-de-vant,45623
APT,2,54,54,2020,bucium,45600
APT,2,54,54,2020,bucium,45600
APT,2,50,50,2019,soseaua-pacurari,45600
APT,1,50,50,2020,copou,45600
APT,2,50,50,2019,nicolina,45600
APT,2,49.8,49.8,2020,copou,45600
APT,2,49.8,49.8,2021,copou,45600
APT,2,49.8,49.8,2021,copou,45600
APT,2,49.8,49.8,2021,copou,45600
APT,2,49.8,49.8,2020,copou,45600
APT,2,49.8,49.8,2020,copou,45600
APT,2,56,56,1967,podu-ros,45500
APT,2,54,54,2020,bucium,45500
APT,2,52,52,1966,tatarasi,45500
APT,2,52,52,1970,tatarasi,45500
APT,2,52,52,2021,frumoasa,45500
APT,1,50,50,2020,agronomie,45500
APT,1,50,50,2020,copou,45500
APT,2,49.8,49.8,2020,agronomie,45500
APT,2,49.8,49.8,2020,copou,45500
APT,1,49.8,49.8,2020,copou,45500
APT,2,49,49,2019,pacurari,45500
APT,2,48,48,2020,frumoasa,45500
APT,2,48,48,2021,frumoasa,45500
APT,2,48,48,2021,frumoasa,45500
APT,2,48,48,1977,alexandru-cel-bun,45500
APT,2,48,48,2021,central,45500
APT,2,47,47,1982,tatarasi-sud,45500
APT,2,45,45,1970,podu-ros,45500
APT,2,45,45,1977,alexandru-cel-bun,45500
APT,2,45,45,1970,podu-ros,45500
APT,2,45,45,1977,alexandru-cel-bun,45500
APT,2,44,44,2019,agronomie,45500
APT,2,43,43,2020,frumoasa,45500
APT,1,43,43,2021,agronomie,45500
APT,2,43,43,2021,frumoasa,45500
APT,2,43,43,2021,frumoasa,45500
APT,2,43,43,2021,frumoasa,45500
APT,3,42,42,1970,dimitrie-cantemir,45500
APT,3,42,42,1970,dimitrie-cantemir,45500
APT,3,42,42,1970,dimitrie-cantemir,45500
APT,2,42,42,1976,pacurari,45500
APT,2,41.5,41.5,2021,copou,45500
APT,2,41.5,41.5,2021,copou,45500
APT,2,40,40,1970,podu-ros,45500
APT,2,40,40,1977,podu-ros,45500
APT,1,39,39,2020,bularga,45500
APT,1,39,39,2020,nicolina,45500
APT,1,39,39,2020,nicolina,45500
APT,2,39,39,1974,mircea-cel-batran,45500
APT,1,39,39,2020,podu-ros,45500
APT,1,39,39,2020,podu-ros,45500
APT,2,38,38,1975,alexandru-cel-bun,45500
APT,1,37,37,2020,bularga,45500
APT,1,36,36,2020,zona-industriala,45500
APT,1,36,36,1984,gara,45500
APT,2,43,43,1991,zona-industriala,45490
APT,2,43,43,1991,metalurgie,45490
APT,2,41.31,41.31,2021,tatarasi,45441
APT,2,41.31,41.31,2021,tatarasi,45441
APT,2,41,41,2020,tatarasi-sud,45441
APT,2,41,41,2020,tatarasi,45441
APT,2,41.31,41.31,2021,moara-de-vant,45400
APT,2,41.31,41.31,2021,tatarasi,45400
APT,2,41,41,2020,tatarasi-nord,45400
APT,1,38,38,2020,bucium,45360
APT,1,37,37,2020,bucium,45360
APT,1,37,37,2020,bucium,45360
APT,3,45,45,1975,galata,45300
APT,3,45,45,1975,alexandru-cel-bun,45300
APT,2,42,42,2020,pacurari,45250
APT,2,53,53,2020,galata,45200
APT,2,43,43,2021,soseaua-pacurari,45200
APT,2,43,43,2021,soseaua-pacurari,45200
APT,2,43,43,2021,soseaua-pacurari,45200
APT,2,43,43,2021,soseaua-pacurari,45200
APT,2,43,43,2021,pacurari,45200
APT,2,43,43,2020,pacurari,45200
APT,2,43,43,2020,pacurari,45200
APT,2,43,43,2021,pacurari,45200
APT,2,43,43,2021,pacurari,45200
APT,2,43,43,2021,pacurari,45200
APT,2,43,43,2021,pacurari,45200
APT,2,43,43,2021,pacurari,45200
APT,2,43,43,2020,pacurari,45200
APT,2,43,43,2020,pacurari,45200
APT,2,43,43,2021,pacurari,45200
APT,2,40,40,2020,pacurari,45200
APT,2,39,39,2020,pacurari,45200
APT,2,39,39,2018,pacurari,45200
APT,2,48,48,2018,pacurari,45100
APT,1,43,43,2020,aviatiei,45100
APT,1,39.2,39.2,2020,pacurari,45100
APT,1,39,39,2020,pacurari,45100
APT,2,65,65,2020,pacurari,45000
APT,3,62.7,62.7,2016,pacurari,45000
APT,2,60,60,2021,pacurari,45000
APT,2,60,60,2021,visani,45000
APT,3,57,57,2008,alexandru-cel-bun,45000
APT,2,57,57,1966,tatarasi-sud,45000
APT,2,57,57,1966,tatarasi,45000
APT,3,57,57,2008,alexandru-cel-bun,45000
APT,2,56,56,2020,pacurari,45000
APT,2,56,56,2020,pacurari,45000
APT,2,55,55,1963,tesatura,45000
APT,2,55,55,1963,podu-ros,45000
APT,2,54,54,2020,bucium,45000
APT,2,54,54,2020,lunca-cetatuii,45000
APT,2,54,54,2020,popas-pacurari,45000
APT,2,53,53,2019,manta-rosie,45000
APT,2,53,53,2020,valea-adanca,45000
APT,2,53,53,2020,pacurari,45000
APT,2,53,53,2020,pacurari,45000
APT,2,53,53,2020,pacurari,45000
APT,2,53,53,2020,valea-adanca,45000
APT,2,53,53,2020,pacurari,45000
APT,2,53,53,1980,galata,45000
APT,2,52,52,1966,tatarasi-sud,45000
APT,2,52,52,2020,valea-adanca,45000
APT,2,52,52,2019,popas-pacurari,45000
APT,2,52,52,2020,pacurari,45000
APT,2,52,52,1970,podu-ros,45000
APT,2,52,52,2020,valea-adanca,45000
APT,2,51,51,2018,pacurari,45000
APT,2,51,51,1965,tatarasi-nord,45000
APT,2,51,51,1970,tudor-vladimirescu,45000
APT,2,51,51,1965,tatarasi,45000
APT,2,50,50,1962,tesatura,45000
APT,2,50,50,1964,dimitrie-cantemir,45000
APT,2,50,50,1964,podu-ros,45000
APT,2,50,50,1974,tatarasi,45000
APT,2,50,50,1970,podu-ros,45000
APT,2,50,50,2021,popas-pacurari,45000
APT,2,50,50,2020,bucium,45000
APT,2,50,50,1962,podu-ros,45000
APT,2,49.85,49.85,1961,podu-ros,45000
APT,2,49,49,2020,pacurari,45000
APT,2,49,49,2020,pacurari,45000
APT,2,49,49,2020,pacurari,45000
APT,2,49,49,2020,galata,45000
APT,2,48,48,2019,galata,45000
APT,2,48,48,1989,dacia,45000
APT,2,48,48,1968,tatarasi,45000
APT,2,48,48,2020,galata,45000
APT,2,47,47,2021,valea-adanca,45000
APT,2,46,46,2020,bucium,45000
APT,1,46,46,2020,agronomie,45000
APT,1,46,46,2020,copou,45000
APT,2,46,46,2020,bucium,45000
APT,2,45,45,2020,cug,45000
APT,2,45,45,2021,cug,45000
APT,2,45,45,2021,cug,45000
APT,2,45,45,1977,dacia,45000
APT,1,44,44,2020,strada-stefan-cel-mare,45000
APT,1,44,44,1985,gara,45000
APT,2,44,44,1977,mircea-cel-batran,45000
APT,1,43,43,2005,alexandru-cel-bun,45000
APT,2,43,43,1974,mircea-cel-batran,45000
APT,2,43,43,1974,mircea-cel-batran,45000
APT,2,43,43,1979,podu-ros,45000
APT,2,43,43,1979,tatarasi,45000
APT,2,43,43,1978,alexandru-cel-bun,45000
APT,1,43,43,2005,alexandru-cel-bun,45000
APT,1,43,43,2005,zimbru,45000
APT,2,43,43,2005,alexandru-cel-bun,45000
APT,1,42,42,1988,cug,45000
APT,1,42,42,1988,gara,45000
APT,1,42,42,1990,soseaua-pacurari,45000
APT,1,42,42,1990,soseaua-pacurari,45000
APT,1,42,42,1988,gara,45000
APT,2,42,42,1974,mircea-cel-batran,45000
APT,1,42,42,1990,soseaua-pacurari,45000
APT,1,42,42,1988,gara,45000
APT,1,42,42,1988,gara,45000
APT,1,42,42,1988,gara,45000
APT,2,42,42,1974,mircea-cel-batran,45000
APT,1,42,42,1984,cug,45000
APT,2,42,42,1975,alexandru-cel-bun,45000
APT,1,42,42,1988,gara,45000
APT,1,42,42,1988,gara,45000
APT,2,42,42,1976,mircea-cel-batran,45000
APT,2,42,42,1974,nicolina,45000
APT,3,42,42,2020,galata,45000
APT,2,42,42,1975,alexandru-cel-bun,45000
APT,2,42,42,1978,mircea-cel-batran,45000
APT,1,42,42,1987,nicolina,45000
APT,2,42,42,1975,zimbru,45000
APT,2,42,42,1970,podu-ros,45000
APT,1,41,41,1990,soseaua-pacurari,45000
APT,1,41,41,1990,soseaua-pacurari,45000
APT,1,41,41,1990,soseaua-pacurari,45000
APT,2,41,41,1974,mircea-cel-batran,45000
APT,1,41,41,1990,pacurari,45000
APT,2,41,41,1974,mircea-cel-batran,45000
APT,2,40,40,1990,dacia,45000
APT,1,40,40,1990,dacia,45000
APT,1,40,40,1984,cug,45000
APT,3,40,40,1970,tatarasi-nord,45000
APT,1,40,40,1986,uzinei,45000
APT,1,40,40,1988,gara,45000
APT,1,40,40,1990,pacurari,45000
APT,2,40,40,1975,alexandru-cel-bun,45000
APT,2,40,40,1975,alexandru-cel-bun,45000
APT,2,40,40,1983,alexandru-cel-bun,45000
APT,2,40,40,1983,zimbru,45000
APT,2,39,39,2018,pacurari,45000
APT,2,39,39,2019,cug,45000
APT,2,39,39,2019,cug,45000
APT,1,39,39,2020,bucium,45000
APT,1,38.9,38.9,2021,bucium,45000
APT,1,38,38,2020,bucium,45000
APT,1,38,38,2020,bucium,45000
APT,1,38,38,2020,bucium,45000
APT,1,38,38,2020,bucium,45000
APT,1,38,38,2020,bucium,45000
APT,2,38,38,2019,cug,45000
APT,1,38,38,2020,bucium,45000
APT,1,38,38,2020,bucium,45000
APT,1,38,38,2020,bucium,45000
APT,3,38,38,1970,podu-ros,45000
APT,1,38,38,2020,bucium,45000
APT,1,38,38,2020,bucium,45000
APT,2,38,38,2020,cug,45000
APT,1,38,38,2019,bucium,45000
APT,1,38,38,2020,bucium,45000
APT,1,38,38,2020,bucium,45000
APT,1,38,38,2020,bucium,45000
APT,1,38,38,2020,bucium,45000
APT,2,38,38,2020,cug,45000
APT,2,38,38,2020,cug,45000
APT,2,38,38,1977,alexandru-cel-bun,45000
APT,1,38,38,2019,popas-pacurari,45000
APT,1,38,38,2020,bucium,45000
APT,1,38,38,2020,bucium,45000
APT,1,38,38,2021,bucium,45000
APT,2,38,38,2019,nicolina,45000
APT,3,38,38,1970,podu-ros,45000
APT,2,37.5,37.5,2019,cug,45000
APT,2,37.5,37.5,2019,cug,45000
APT,2,37.5,37.5,2019,cug,45000
APT,2,37.5,37.5,2019,cug,45000
APT,2,37.5,37.5,2019,cug,45000
APT,2,37.5,37.5,2019,cug,45000
APT,2,37.5,37.5,2019,cug,45000
APT,2,37.5,37.5,2019,cug,45000
APT,2,37.5,37.5,2019,cug,45000
APT,2,37.5,37.5,2019,cug,45000
APT,2,37,37,2019,cug,45000
APT,1,37,37,2019,centru,45000
APT,1,37,37,2021,agronomie,45000
APT,1,37,37,2020,bucium,45000
APT,2,37,37,2021,copou,45000
APT,1,37,37,2020,bucium,45000
APT,1,37,37,2019,nicolina,45000
APT,2,37,37,2019,cug,45000
APT,2,36,36,1969,dimitrie-cantemir,45000
APT,1,36,36,1985,gara,45000
APT,1,36,36,1984,gara,45000
APT,1,36,36,1984,gara,45000
APT,1,36,36,1985,arcu,45000
APT,1,36,36,1984,central,45000
APT,1,36,36,2021,tatarasi,45000
APT,1,35,35,2019,soseaua-pacurari,45000
APT,1,35,35,2019,pacurari,45000
APT,2,34,34,2018,aviatiei,45000
APT,2,34,34,1971,alexandru-cel-bun,45000
APT,2,34,34,1971,alexandru-cel-bun,45000
APT,2,34,34,2018,tatarasi,45000
APT,1,33,33,2019,nicolina,45000
APT,1,32.14,32.14,2020,copou,45000
APT,1,32,32,1983,gara,45000
APT,1,29,29,1983,podul-de-fier,45000
APT,3,54,54,1974,dacia,44999
APT,1,39,39,1983,gara,44999
APT,2,35,35,1975,alexandru-cel-bun,44999
APT,1,39,39,2021,copou,44970
APT,2,50,50,2020,frumoasa,44950
APT,2,58,58,2020,cug,44900
APT,2,51,51,2020,pacurari,44900
APT,2,51,51,2020,popas-pacurari,44900
APT,2,51,51,1966,tudor-vladimirescu,44900
APT,2,51,51,2020,pacurari,44900
APT,2,50,50,1962,moara-de-vant,44900
APT,2,50,50,1962,tudor-vladimirescu,44900
APT,2,45,45,2021,nicolina,44900
APT,2,43,43,2020,bucium,44900
APT,2,43,43,2020,bucium,44900
APT,1,42,42,1982,dacia,44900
APT,2,42,42,1996,dacia,44900
APT,3,39,39,1969,tatarasi-nord,44900
APT,2,39,39,1974,mircea-cel-batran,44900
APT,2,42,42,2020,bucium,44850
APT,2,53,53,1976,pacurari,44800
APT,2,53,53,2020,dancu,44700
APT,2,53,53,2020,dancu,44700
APT,3,51,51,1979,bularga,44700
APT,3,51,51,1979,bularga,44700
APT,2,52,52,2020,popas-pacurari,44650
APT,2,53,53,2020,soseaua-pacurari,44600
APT,2,53,53,2020,soseaua-pacurari,44600
APT,2,53,53,2020,popas-pacurari,44600
APT,2,53,53,2020,popas-pacurari,44600
APT,2,44,44,1970,dimitrie-cantemir,44600
APT,2,44,44,1970,dimitrie-cantemir,44600
APT,2,44,44,1970,podu-ros,44600
APT,2,39,39,2021,tatarasi,44562
APT,2,39,39,2021,tatarasi,44562
APT,1,38.75,38.75,2020,tatarasi-nord,44562
APT,1,38.75,38.75,2021,tatarasi,44562
APT,1,38.75,38.75,2021,tatarasi,44562
APT,1,38.75,38.75,2022,tatarasi,44562
APT,1,37,37,2021,tatarasi-sud,44562
APT,2,37,37,2021,tatarasi-nord,44562
APT,1,39,39,2021,tatarasi-nord,44560
APT,1,39,39,2021,aviatiei,44560
APT,1,39,39,2021,tatarasi,44560
APT,1,39,39,2021,tatarasi,44560
APT,2,56,56,2019,cug,44500
APT,2,56,56,2019,cug,44500
APT,2,56,56,2019,nicolina,44500
APT,2,56,56,2019,nicolina,44500
APT,2,54,54,1970,podu-ros,44500
APT,2,52,52,2020,pacurari,44500
APT,2,50,50,1965,tesatura,44500
APT,2,50,50,1965,podu-ros,44500
APT,2,48,48,1970,tesatura,44500
APT,2,47,47,2017,tatarasi-nord,44500
APT,2,47,47,2018,pacurari,44500
APT,2,47,47,2017,tatarasi,44500
APT,2,47,47,1978,zimbru,44500
APT,2,42,42,2020,bucium,44500
APT,2,42,42,1975,zimbru,44500
APT,2,42,42,1970,podu-ros,44500
APT,1,41,41,2021,frumoasa,44500
APT,1,41,41,2021,frumoasa,44500
APT,1,41,41,2021,frumoasa,44500
APT,1,41,41,2021,frumoasa,44500
APT,1,41,41,2021,frumoasa,44500
APT,1,41,41,2021,frumoasa,44500
APT,1,41,41,2021,frumoasa,44500
APT,1,41,41,2021,frumoasa,44500
APT,1,41,41,2021,frumoasa,44500
APT,1,41,41,2021,frumoasa,44500
APT,1,41,41,2021,frumoasa,44500
