tip_proprietate,nr_camere,suprafata,suprafata_teren,an_constructie,zona,pret
CAS,4,147,820,2021,central,130000
CAS,4,105,750,2020,miroslava,130000
CAS,4,112,723,2019,bucium,130000
CAS,4,118,670,2016,valea-lupului,130000
CAS,4,130,570,2020,copou,130000
CAS,4,110,530,2019,pacurari,130000
CAS,4,130,525,2020,miroslava,130000
CAS,4,130,525,2020,centru,130000
CAS,4,119,525,2020,miroslava,130000
CAS,4,114,520,2021,copou,130000
CAS,5,160,500,2016,horpaz,130000
CAS,5,120,500,2020,central,130000
CAS,3,75,500,1965,tatarasi-sud,130000
CAS,4,100,480,2020,miroslava,130000
CAS,4,120,450,2020,central,130000
CAS,4,120,450,2020,central,130000
CAS,4,146,420,2020,copou,130000
CAS,4,120,420,2020,breazu,130000
CAS,4,120,420,2021,copou,130000
CAS,4,119,420,2020,breazu,130000
CAS,4,119,420,2021,breazu,130000
CAS,3,115,410,2021,copou,130000
CAS,4,120,400,2021,popas-pacurari,130000
CAS,3,92,391,2020,manta-rosie,130000
CAS,4,120,360,2021,popas-pacurari,130000
CAS,5,140,350,2015,valea-adanca,130000
CAS,4,118,350,2020,galata,130000
CAS,3,135,290,2008,bucium,130000
CAS,4,113,210,2019,galata,130000
APT,4,97,97,1987,centru,129999
APT,3,92,92,2003,targu-cucu,129900
APT,3,70,70,1991,centru-civic,129900
CAS,4,120,500,2021,breazu,129900
CAS,5,120,500,2020,copou,129900
CAS,3,70,270,2003,centru-civic,129900
APT,4,120,120,2021,mircea-cel-batran,129500
APT,4,120,120,2021,central,129500
CAS,4,130,150,2020,valea-adanca,129500
APT,4,118.6,118.6,2021,galata,129000
APT,4,118.6,118.6,2021,nicolina,129000
CAS,4,115,660,2020,breazu,129000
CAS,3,112,560,1950,copou,129000
CAS,3,112,560,1950,copou,129000
CAS,5,140,460,2010,lunca-cetatuii,129000
CAS,4,142,250,2019,valea-adanca,129000
CAS,4,120,250,2021,moara-de-vant,129000
APT,3,107.3,107.3,2020,copou,128760
APT,3,107,107,2020,agronomie,128400
APT,3,107,107,2020,copou,128400
APT,3,124,124,2019,galata,128000
APT,3,123,123,2020,galata,128000
APT,3,123,123,2020,cug,128000
APT,3,123,123,2020,galata,128000
APT,3,123,123,2020,central,128000
CAS,4,115,410,2020,breazu,128000
CAS,3,93,390,2020,visan,128000
CAS,3,87,350,2015,bucium,128000
CAS,3,87,350,2015,bucium,128000
CAS,6,160,320,2013,frumoasa,128000
CAS,6,320,550,2015,cug,127990
APT,3,90,90,2020,copou,127945
APT,3,90,90,2020,copou,127945
CAS,6,320,550,2015,cug,127900
APT,3,110,110,2020,tatarasi,127800
APT,4,93,93,2020,agronomie,127400
APT,4,102,102,2020,copou,127000
APT,4,102,102,2020,copou,127000
APT,4,102,102,2020,copou,127000
APT,4,102,102,2020,copou,127000
APT,4,102,102,2021,copou,127000
APT,3,89,89,2022,copou,127000
APT,3,109,109,2021,moara-de-vant,126950
APT,3,115,115,2022,agronomie,126500
APT,4,99.32,99.32,1988,pacurari,126500
APT,2,82,82,2018,copou,126309
APT,2,49,49,2021,copou,126140
APT,4,134,134,1988,pacurari,126000
CAS,4,110,600,2021,lunca-cetatuii,126000
CAS,5,115,420,2020,breazu,126000
CAS,4,110,340,2020,popas-pacurari,125900
APT,3,69,69,2019,podu-ros,125525
APT,3,68.7,68.7,2019,central,125525
APT,3,68,68,2019,podu-ros,125525
APT,3,68,68,2019,podu-ros,125525
APT,3,68,68,2019,central,125525
APT,3,68,68,2019,central,125525
APT,3,168,168,2020,popas-pacurari,125000
APT,4,160,160,2010,bucium,125000
APT,4,160,160,2010,bucium,125000
APT,4,110,110,2020,copou,125000
APT,3,87.09,87.09,2021,central,125000
APT,4,83,83,1987,gara,125000
APT,3,83,83,1987,gara,125000
APT,3,82,82,2019,podul-de-fier,125000
APT,3,80,80,2018,gara,125000
APT,2,48,48,1960,central,125000
CAS,4,195,830,2008,lunca-cetatuii,125000
CAS,4,195,830,2008,centru,125000
CAS,5,120,700,2015,central,125000
CAS,4,120,700,2020,pacurari,125000
CAS,4,110,600,2021,copou,125000
CAS,4,120,500,2021,bucium,125000
CAS,4,120,500,2021,bucium,125000
CAS,5,127,470,2017,bucium,125000
CAS,5,127,470,2017,centru,125000
CAS,5,120,460,2021,bucium,125000
CAS,5,120,460,2021,bucium,125000
CAS,4,140,450,2010,valea-lupului,125000
CAS,4,157,400,2017,lunca-cetatuii,125000
CAS,5,120,400,2021,bucium,125000
CAS,4,107,400,2021,valea-adanca,125000
CAS,4,110,380,2021,valea-adanca,125000
CAS,4,106,375,2021,valea-adanca,125000
CAS,4,106,375,2021,valea-adanca,125000
CAS,4,140,360,2019,valea-adanca,125000
CAS,4,140,360,2019,valea-adanca,125000
CAS,6,140,300,2020,cug,125000
CAS,4,140,300,2020,cug,125000
CAS,5,185,252,2008,galata,125000
CAS,5,185,252,2008,galata,125000
CAS,4,117,250,2020,miroslava,125000
CAS,4,117,250,2020,bucium,125000
CAS,4,119,220,2020,galata,125000
CAS,4,124,100,2021,rediu,125000
APT,4,100,100,1987,gara,124999
CAS,4,112,723,2020,bucium,124500
APT,3,73,73,2020,copou,123500
APT,3,73,73,2021,copou,123500
APT,2,73,73,2019,copou,123500
APT,3,73,73,2020,copou,123500
APT,2,73,73,2020,copou,123500
APT,2,73,73,2021,copou,123500
APT,2,73,73,2020,copou,123500
APT,2,73,73,2019,copou,123500
APT,3,73,73,2020,copou,123500
APT,3,73,73,2021,copou,123500
APT,3,125,125,2020,galata,123000
APT,3,125,125,2020,galata,123000
APT,3,80,80,2019,galata,123000
APT,4,78,78,1970,copou,122500
APT,4,78,78,1970,copou,122500
CAS,4,125,900,2020,miroslava,122500
CAS,4,120,900,2020,miroslava,122500
CAS,4,120,900,2020,miroslava,122500
APT,3,107,107,2020,agronomie,122493
APT,3,68.75,68.75,2020,centru-civic,122400
APT,3,75,75,1991,centru-civic,122000
APT,3,75,75,1983,centru-civic,122000
CAS,4,130,480,2021,valea-adanca,122000
CAS,4,130,480,2021,alexandru-cel-bun,122000
CAS,4,110,460,2021,valea-adanca,122000
CAS,5,111,415,2021,miroslava,122000
CAS,3,100,250,2018,bucium,122000
APT,3,76,76,1995,centru-civic,121900
APT,3,76,76,1991,centru-civic,121500
CAS,5,150,405,2012,lunca-cetatuii,121000
CAS,5,150,405,2012,centru,121000
APT,3,94,94,2018,tatarasi-nord,120900
APT,3,94,94,2018,podul-de-fier,120900
APT,3,87,87,2021,tatarasi,120820
APT,3,86.3,86.3,2020,tatarasi-nord,120820
APT,3,86.3,86.3,2020,tatarasi-nord,120820
APT,3,86.3,86.3,2020,tatarasi-nord,120820
APT,3,86.3,86.3,2020,tatarasi-nord,120820
APT,3,86.3,86.3,2020,tatarasi-nord,120820
APT,3,86.3,86.3,2020,tatarasi-nord,120820
APT,3,86.3,86.3,2020,tatarasi-sud,120820
APT,3,86.3,86.3,2020,tatarasi-nord,120820
APT,3,86.3,86.3,2020,tatarasi-nord,120820
APT,3,86.3,86.3,2021,tatarasi,120820
APT,3,86,86,2020,tatarasi-sud,120820
APT,3,86,86,2021,tatarasi-nord,120820
APT,3,86,86,2020,oancea,120820
APT,3,86,86,2021,oancea,120820
APT,4,86.3,86.3,2021,tatarasi-sud,120800
APT,3,92,92,2020,moara-de-vant,120500
APT,2,73,73,2021,copou,120500
APT,3,73,73,2020,copou,120500
APT,2,73,73,2020,copou,120500
APT,3,73,73,2020,copou,120500
APT,3,73,73,2020,copou,120500
APT,3,73,73,2020,copou,120500
APT,2,73,73,2021,copou,120500
APT,3,86,86,2021,tatarasi,120400
APT,4,100,100,2020,pacurari,120300
APT,4,100,100,2020,pacurari,120300
APT,4,160,160,2021,bucium,120000
APT,4,114,114,2020,central,120000
APT,4,93,93,1978,centru,120000
APT,3,86,86,2021,tatarasi-nord,120000
APT,3,86,86,2021,tudor-vladimirescu,120000
APT,3,76,76,2015,copou,120000
APT,3,76,76,2010,copou,120000
APT,3,76,76,2009,copou,120000
APT,3,75,75,2010,pacurari,120000
APT,3,75,75,2010,copou,120000
APT,3,70,70,1987,gara,120000
APT,3,68,68,2019,zona-industriala,120000
APT,2,60,60,2008,central,120000
APT,2,46,46,2019,copou,120000
CAS,8,235,785,2007,pacurari,120000
CAS,4,125,550,2021,bucium,120000
CAS,4,110,550,2012,lunca-cetatuii,120000
CAS,4,150,525,2020,bucium,120000
CAS,4,150,525,2020,bucium,120000
CAS,3,115,520,2016,copou,120000
CAS,4,114,520,2020,central,120000
CAS,4,98,517,2000,podul-de-fier,120000
CAS,4,117,515,2021,bucium,120000
CAS,4,117,515,2021,bucium,120000
CAS,4,230,500,2020,cug,120000
CAS,4,230,500,2020,cug,120000
CAS,4,140,500,2020,valea-adanca,120000
CAS,3,120,500,2010,valea-adanca,120000
CAS,5,120,500,2021,valea-adanca,120000
CAS,3,120,500,2010,valea-adanca,120000
CAS,5,120,500,2021,valea-adanca,120000
CAS,4,500,450,2021,bucium,120000
CAS,5,142,450,2019,dorobant,120000
CAS,4,113,450,2021,copou,120000
CAS,4,142,420,2019,dorobant,120000
CAS,5,130,400,2019,dorobant,120000
CAS,4,126,400,2020,copou,120000
CAS,4,126,400,2020,copou,120000
CAS,4,113,400,2020,breazu,120000
CAS,4,110,400,2019,miroslava,120000
CAS,4,110,400,2019,centru,120000
CAS,3,100,400,2019,bucium,120000
CAS,3,100,400,2019,bucium,120000
CAS,3,135,290,2008,bucium,120000
CAS,4,110,270,2020,galata,120000
CAS,3,250,250,2019,bucium,120000
CAS,3,100,250,2019,bucium,120000
CAS,4,100,250,2019,bucium,120000
CAS,3,100,250,2019,bucium,120000
CAS,4,147,219,2012,aviatiei,120000
CAS,4,110,210,2020,galata,120000
CAS,3,100,200,2020,bucium,120000
CAS,3,100,200,2020,bucium,120000
CAS,3,100,175,2006,aviatiei,120000
CAS,4,120,153,2021,pacurari,120000
CAS,5,150,140,2021,bucium,120000
CAS,5,150,140,2021,bucium,120000
CAS,4,134,440,2021,visani,119950
CAS,4,134,440,2021,bucium,119950
APT,3,78,78,1988,gara,119900
APT,3,78,78,1988,arcu,119900
CAS,4,120,420,2021,visan,119900
CAS,4,95,205,2020,galata,119900
CAS,4,95,205,2020,galata,119900
CAS,4,90,200,2019,galata,119900
APT,4,95,95,1986,nicolina,119500
CAS,4,120,500,2021,visan,119500
CAS,4,120,430,2021,bucium,119500
CAS,4,130,400,2021,visan,119500
APT,1,66,66,2020,centru,119136
APT,5,450,450,2020,bucium,119000
APT,5,111,111,1980,canta,119000
APT,5,111,111,1980,canta,119000
APT,4,101,101,1988,alexandru-cel-bun,119000
APT,4,101,101,1989,dacia,119000
APT,4,101,101,1988,zimbru,119000
APT,4,101,101,1989,alexandru-cel-bun,119000
APT,4,101,101,1988,dacia,119000
APT,4,101,101,1990,alexandru-cel-bun,119000
APT,4,100,100,1987,cug,119000
APT,4,100,100,1987,nicolina,119000
APT,3,83,83,1990,pacurari,119000
APT,3,83,83,1990,pacurari,119000
APT,3,83,83,1990,pacurari,119000
APT,3,80,80,2016,copou,119000
APT,3,78,78,1980,podu-ros,119000
APT,3,78,78,1980,centru-civic,119000
APT,3,75,75,2013,pacurari,119000
APT,3,75,75,2013,copou,119000
APT,3,75,75,2014,copou,119000
APT,3,65,65,2014,pacurari,119000
APT,3,65,65,2014,copou,119000
CAS,4,150,500,2019,central,119000
CAS,4,150,500,2019,frumoasa,119000
CAS,5,120,480,2020,bucium,119000
CAS,5,120,480,2020,bucium,119000
CAS,5,120,480,2020,bucium,119000
CAS,5,120,480,2020,bucium,119000
CAS,5,130,470,2020,bucium,119000
CAS,5,130,470,2020,centru,119000
CAS,5,120,450,2020,bucium,119000
CAS,4,120,400,2010,lunca-cetatuii,119000
CAS,4,110,365,1950,moara-de-vant,119000
CAS,4,110,230,2020,galata,119000
APT,3,99.1,99.1,2020,copou,118920
APT,3,78,78,1979,centru-civic,118500
APT,2,65,65,2021,centru-civic,118367
APT,3,150,150,2004,bucium,118000
APT,3,150,150,2004,bucium,118000
APT,3,75,75,1994,centru,118000
CAS,5,120,460,2020,bucium,118000
APT,3,94,94,2019,tatarasi-nord,117500
APT,3,80,80,2010,tatarasi-sud,117500
APT,2,74,74,2020,copou,117325
APT,3,73,73,2020,copou,117325
APT,2,71,71,2020,tesatura,117150
APT,2,71,71,2020,central,117150
APT,4,131,131,2020,bucium,117000
APT,3,131,131,2020,bucium,117000
CAS,4,200,907,2008,moara-de-vant,117000
CAS,5,117,460,2020,bucium,117000
CAS,5,117,460,2020,bucium,117000
CAS,4,147,100,2017,valea-adanca,117000
APT,2,61.22,61.22,2019,copou,116595
APT,2,62,62,2020,copou,116500
APT,2,57,57,2019,podu-ros,116500
APT,2,57,57,2019,podu-ros,116500
APT,2,57,57,2019,podu-ros,116500
APT,2,56.9,56.9,2019,central,116500
APT,2,56.9,56.9,2019,central,116500
APT,2,56.9,56.9,2019,central,116500
APT,3,86,86,2020,tatarasi-nord,116100
APT,3,86,86,2020,oancea,116100
APT,3,107.34,107.34,2020,nicolina,116045
APT,3,104,104,1987,soseaua-pacurari,116000
APT,3,104,104,1987,pacurari,116000
APT,3,90,90,1985,moara-de-foc,116000
APT,2,90,90,2020,copou,115600
APT,4,98,98,1987,pacurari,115500
APT,3,96,96,2020,agronomie,115200
APT,3,96,96,2020,copou,115200
APT,3,120,120,2007,bucium,115000
APT,5,120,120,1986,gara,115000
APT,5,120,120,1986,arcu,115000
APT,3,101,101,2018,pacurari,115000
APT,4,100,100,1985,pacurari,115000
APT,3,95,95,1987,pacurari,115000
APT,3,89,89,1985,pacurari,115000
APT,3,86,86,1987,cug,115000
APT,2,80,80,2019,agronomie,115000
APT,4,80,80,1989,cug,115000
APT,4,80,80,1980,centru,115000
APT,2,80,80,2019,copou,115000
APT,2,66,66,2020,copou,115000
APT,2,65,65,2020,copou,115000
APT,2,65,65,2020,copou,115000
APT,3,62,62,1959,copou,115000
CAS,3,125,950,2021,central,115000
CAS,4,120,700,2021,pacurari,115000
CAS,4,110,680,2021,central,115000
CAS,5,120,600,2021,miroslava,115000
CAS,5,140,530,2020,valea-adanca,115000
CAS,5,140,528,2020,valea-adanca,115000
CAS,5,140,528,2020,valea-adanca,115000
CAS,4,115,512,2021,pacurari,115000
CAS,4,116,500,2020,valea-adanca,115000
CAS,4,115,500,2020,valea-adanca,115000
CAS,4,115,500,2020,valea-adanca,115000
CAS,3,105,500,2020,dancu,115000
CAS,5,120,475,2020,miroslava,115000
CAS,5,156,410,2020,valea-adanca,115000
CAS,5,120,410,2020,valea-adanca,115000
CAS,4,120,410,2021,central,115000
CAS,5,120,410,2021,valea-adanca,115000
CAS,4,120,400,2019,bucium,115000
CAS,4,118,370,2021,miroslava,115000
CAS,3,90,350,2020,bucium,115000
CAS,3,90,350,2020,bucium,115000
CAS,5,180,280,2008,galata,115000
CAS,3,140,140,2010,valea-adanca,115000
CAS,5,128,128,2020,cug,115000
CAS,4,140,120,2021,bucium,115000
CAS,4,140,120,2021,bucium,115000
APT,4,100,100,1986,nicolina,114900
APT,3,70,70,1970,central,114900
CAS,4,110,400,2020,miroslava,114900
APT,3,96,96,2020,agronomie,114780
APT,3,96,96,2020,copou,114780
APT,3,95.65,95.65,2020,copou,114780
APT,3,74,74,2020,pacurari,114700
APT,3,74,74,2020,gara,114700
CAS,3,125,950,2021,sorogari,114700
APT,3,73.9,73.9,2020,central,114545
APT,3,84,84,2019,tudor-vladimirescu,114500
APT,2,74,74,2020,copou,114475
APT,3,73,73,2020,copou,114475
APT,3,84,84,2019,tudor-vladimirescu,114445
APT,3,84,84,2019,tudor-vladimirescu,114445
APT,3,95,95,2020,agronomie,114000
APT,3,80,80,2020,tudor-vladimirescu,114000
APT,3,80,80,2020,tudor-vladimirescu,114000
APT,3,80,80,2020,tudor-vladimirescu,114000
CAS,4,116,500,2020,valea-adanca,114000
CAS,4,108,480,2021,valea-adanca,114000
APT,2,65,65,2021,centru-civic,113750
APT,3,79.22,79.22,2020,centru-civic,113500
APT,3,100,100,2020,agronomie,113430
APT,4,100,100,1988,gara,113000
APT,2,81,81,2017,moara-de-vant,113000
APT,2,81,81,2017,moara-de-vant,113000
APT,2,58.06,58.06,2020,centru-civic,113000
APT,3,98,98,2021,agronomie,112700
APT,3,98,98,2021,copou,112700
APT,3,65.36,65.36,2018,gara,112500
CAS,4,120,450,2020,valea-adanca,112500
APT,3,83,83,1990,soseaua-pacurari,112000
APT,3,83,83,1990,soseaua-pacurari,112000
APT,3,82,82,1990,pacurari,112000
APT,3,82,82,1990,pacurari,112000
APT,3,82,82,1990,pacurari,112000
APT,2,66,66,2020,copou,112000
APT,2,65,65,2020,copou,112000
APT,2,65,65,2020,copou,112000
CAS,4,115,340,2020,central,112000
CAS,4,115,340,2020,central,112000
APT,3,96,96,2012,bularga,111000
CAS,4,211,1700,2020,popas-pacurari,111000
CAS,4,108,480,2020,valea-adanca,111000
APT,3,93,93,2021,agronomie,110900
APT,3,93,93,2021,copou,110900
APT,3,97,97,2020,agronomie,110808
APT,2,63,63,2020,centru,110250
APT,5,118,118,1983,canta,110000
APT,5,118,118,1983,canta,110000
APT,5,118,118,1983,canta,110000
APT,3,110,110,2021,cug,110000
APT,3,110,110,2019,nicolina,110000
APT,3,110,110,2021,nicolina,110000
APT,4,103,103,1989,nicolina,110000
APT,4,103,103,1989,cug,110000
APT,3,93,93,2021,agronomie,110000
APT,4,90,90,1986,nicolina,110000
APT,3,88,88,2020,copou,110000
APT,3,86.91,86.91,2020,agronomie,110000
APT,3,76.66,76.66,2020,agronomie,110000
APT,3,75,75,2019,tudor-vladimirescu,110000
APT,3,75,75,2018,tudor-vladimirescu,110000
APT,3,75,75,2019,tudor-vladimirescu,110000
APT,3,73,73,1985,tatarasi-nord,110000
APT,3,72,72,1976,centru,110000
APT,3,72,72,1976,independentei,110000
APT,3,72,72,1976,central,110000
APT,3,72,72,1976,central,110000
APT,3,72,72,1976,independentei,110000
APT,3,72,72,1979,centru-civic,110000
APT,3,70,70,1983,centru,110000
APT,3,70,70,1978,centru,110000
APT,3,68.5,68.5,2018,tudor-vladimirescu,110000
APT,3,68,68,2018,tudor-vladimirescu,110000
APT,3,67,67,2019,cug,110000
APT,3,67,67,2019,nicolina,110000
APT,3,65,65,2019,cug,110000
APT,3,65,65,2021,cug,110000
APT,3,65,65,2021,nicolina,110000
APT,2,60,60,1990,central,110000
APT,3,55,55,1992,centru,110000
APT,3,55,55,1995,central,110000
CAS,5,206,692,2017,pacurari,110000
CAS,4,160,550,2021,central,110000
CAS,4,102,504,2019,cug,110000
CAS,4,145,500,2020,galata,110000
CAS,4,145,500,2020,galata,110000
CAS,4,145,500,2020,galata,110000
CAS,4,135,500,2019,bucium,110000
CAS,4,120,500,2020,valea-adanca,110000
CAS,4,120,500,2020,valea-adanca,110000
CAS,4,120,500,2020,valea-adanca,110000
CAS,4,116,500,2020,valea-adanca,110000
CAS,4,115,500,2020,valea-adanca,110000
CAS,4,110,500,2020,valea-adanca,110000
CAS,4,110,500,2020,cug,110000
CAS,4,110,500,2020,cug,110000
CAS,4,110,500,2020,cug,110000
CAS,4,110,500,2020,cug,110000
CAS,4,106,500,2020,valea-adanca,110000
CAS,4,105,500,2021,valea-adanca,110000
CAS,4,118,470,2021,cug,110000
CAS,4,118,470,2021,valea-adanca,110000
CAS,5,120,450,2019,popas-pacurari,110000
CAS,4,118,450,2020,valea-adanca,110000
CAS,4,115,450,2020,valea-adanca,110000
CAS,4,115,450,2020,valea-adanca,110000
CAS,4,90,450,2021,cug,110000
CAS,4,90,450,2021,valea-adanca,110000
CAS,4,110,427,2021,bucium,110000
CAS,4,118,425,2020,bucium,110000
CAS,4,118,425,2020,bucium,110000
CAS,4,150,400,2020,bucium,110000
CAS,5,150,400,2021,popas-pacurari,110000
CAS,4,120,400,2016,bucium,110000
CAS,4,118,400,2021,pacurari,110000
CAS,5,105.5,400,2020,bucium,110000
CAS,5,105.5,400,2020,bucium,110000
CAS,4,101.8,400,2021,valea-adanca,110000
CAS,5,97,400,2020,bucium,110000
CAS,5,97,400,2020,bucium,110000
CAS,4,105,385,2020,bucium,110000
CAS,4,115,370,2021,popas-pacurari,110000
CAS,4,105,350,2021,bucium,110000
CAS,4,100,350,2020,bucium,110000
CAS,4,100,330,2020,cug,110000
CAS,4,111,300,2018,bucium,110000
CAS,4,96,170,2017,pacurari,110000
CAS,4,110,120,2021,galata,110000
CAS,4,115,115,2021,galata,110000
APT,3,109,109,2020,cug,109990
APT,3,63,63,2021,cug,109990
CAS,4,116,399,2021,pacurari,109900
CAS,4,116,399,2021,pacurari,109900
APT,3,74.63,74.63,2018,tudor-vladimirescu,109500
CAS,5,151.45,350,2020,bucium,109500
CAS,5,123,320,2021,bucium,109500
CAS,5,123,320,2020,bucium,109500
CAS,5,123,320,2020,bucium,109500
APT,2,62.41,62.41,2020,centru-civic,109217
APT,3,95.65,95.65,2021,copou,109041
APT,3,103,103,2020,tatarasi,109000
APT,3,89,89,2021,pacurari,109000
APT,3,88.6,88.6,2021,pacurari,109000
APT,3,88.6,88.6,2021,pacurari,109000
APT,3,88,88,2008,tatarasi-nord,109000
APT,3,88,88,2008,tatarasi,109000
APT,2,65,65,2013,moara-de-vant,109000
APT,2,65,65,2013,central,109000
CAS,5,120,350,2021,bucium,109000
CAS,4,100,150,2019,bucium,109000
CAS,4,100,150,2019,bucium,109000
APT,2,49,49,2020,tesatura,108768
APT,3,95,95,2020,agronomie,108585
APT,3,90,90,2020,agronomie,108500
APT,3,90,90,2020,copou,108500
APT,2,74,74,2020,copou,108500
APT,3,72,72,2020,copou,108500
APT,3,90.4,90.4,2021,agronomie,108480
APT,3,90.4,90.4,2020,copou,108480
APT,2,91,91,2020,agronomie,108400
APT,3,90.15,90.15,2020,copou,108180
APT,3,90,90,2020,agronomie,108000
APT,4,90,90,1987,frumoasa,108000
APT,3,90,90,2020,copou,108000
APT,3,76.25,76.25,2021,central,108000
APT,3,73,73,1974,centru,108000
APT,3,73,73,1974,centru,108000
APT,2,62,62,2021,podu-ros,108000
APT,2,62,62,2021,primaverii,108000
CAS,5,120,450,2020,zona-industriala,108000
CAS,5,120,400,2020,tomesti,108000
CAS,5,125,450,2020,zona-industriala,107980
APT,3,90.15,90.15,2020,copou,107900
APT,3,78.5,78.5,2020,moara-de-vant,107500
APT,3,78,78,2020,moara-de-vant,107500
APT,2,53,53,2020,tatarasi-nord,107500
APT,3,74,74,2019,gara,107300
APT,3,74,74,2019,pacurari,107300
APT,2,65,65,2021,copou,107300
APT,2,65,65,2020,copou,107300
APT,2,65,65,2019,copou,107300
APT,2,65,65,2020,copou,107300
APT,2,65,65,2020,copou,107300
APT,2,65,65,2021,copou,107300
APT,2,65,65,2019,copou,107300
APT,3,74,74,2020,arcu,107155
APT,3,73.9,73.9,2021,gara,107150
APT,3,55,55,1992,centru,107000
CAS,4,140,482,2020,pacurari,107000
CAS,4,140,482,2020,pacurari,107000
APT,2,65,65,2009,tatarasi-nord,106900
APT,2,65,65,2009,tatarasi,106900
APT,4,90,90,2019,pacurari,106700
APT,4,89,89,2020,pacurari,106700
APT,4,89,89,2020,pacurari,106700
APT,2,74,74,2020,copou,106500
APT,3,73,73,2020,copou,106500
APT,3,85,85,2019,tatarasi,106278
APT,3,95.54,95.54,2021,tudor-vladimirescu,106155
APT,3,107,107,2020,galata,106034
APT,3,80.25,80.25,2020,galata,106034
APT,3,80,80,2020,centru,106034
CAS,4,119,460,2021,valea-adanca,106000
CAS,4,127,450,2020,valea-adanca,106000
CAS,4,127,450,2020,centru,106000
CAS,4,118,450,2021,cug,106000
APT,3,81,81,2021,tudor-vladimirescu,105350
APT,3,65.7,65.7,2022,podul-de-piatra,105120
APT,3,66,66,2022,podu-ros,105100
APT,3,66,66,2022,podu-ros,105100
APT,3,66,66,2022,central,105100
APT,5,190,190,2017,iezareni,105000
APT,4,110,110,2020,pacurari,105000
APT,3,105,105,2018,pacurari,105000
APT,4,102,102,2020,pacurari,105000
APT,4,100,100,1980,alexandru-cel-bun,105000
APT,4,98,98,1980,alexandru-cel-bun,105000
APT,4,98,98,1989,soseaua-pacurari,105000
APT,4,97,97,1976,alexandru-cel-bun,105000
APT,4,95,95,2019,bularga,105000
APT,4,95,95,2019,central,105000
APT,3,90,90,2007,tatarasi-nord,105000
APT,3,90,90,1989,soseaua-pacurari,105000
APT,4,83,83,1987,tatarasi-sud,105000
APT,3,76,76,1960,centru,105000
APT,3,70,70,2022,podu-ros,105000
APT,3,70,70,2022,podul-de-piatra,105000
APT,3,70,70,2022,central,105000
APT,3,64,64,1981,central,105000
APT,2,60,60,2011,centru-civic,105000
APT,2,55,55,2015,copou,105000
APT,2,52,52,2020,centru,105000
APT,3,51.51,51.51,2015,podu-ros,105000
APT,2,48,48,1960,centru,105000
APT,2,48,48,1960,centru,105000
CAS,3,95,820,2021,central,105000
CAS,4,115,650,2020,popas-pacurari,105000
CAS,4,108,600,2021,central,105000
CAS,4,105,600,2020,valea-adanca,105000
CAS,4,120,530,2021,pacurari,105000
CAS,4,110,530,2020,popas-pacurari,105000
CAS,4,147,500,2020,pacurari,105000
CAS,4,140,500,2020,valea-adanca,105000
CAS,4,140,500,2020,cug,105000
CAS,5,120,500,2020,popas-pacurari,105000
CAS,4,120,500,2020,popas-pacurari,105000
